Date,URL,Review_Title,Author,Rating,Review_text,Review classfication,Rev_Type
Reviewed in India on 6 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,This TV Not Support Alexa  Amazon Cheated Me ,GokulRaj ,1,  This TV Not Support Alexa  Amazon Cheated me with fake advertising ,fake,0
Reviewed in India on 21 February 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,Tv slowing down   Remote not good,reena,2,  The  tv remote does not function fast   It is slow to remote commands  Plus remote does not have a sleep function  Overall performance of the tv not very satisfactory ,genuine,1
Reviewed in India on 19 January 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,So far so good ,FreakyFive,4,  Good product with the given specifications with   k budget  If we buy with Amazon Alexa it will be added benefit to use it with ease  Other than sound effect  that depends and varies home to home based on the echo and placement of TV on the walls I am happy with the product ,fake,0
Reviewed in India on 17 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,Good purchase,lalit,4,  Good buy,fake,0
Reviewed in India on 17 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,Bigg No  Save your money,bhanu,1,  Please do not waste your money on this product  With in   days itself I started facing problem with audio and remote control  Even their service is worst of all  They do not even care about your request  Still I am facing problem and have not solved  Even in not getting a replacement  ,genuine,1
Reviewed in India on 20 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,excellent product with few cons ,Ambrish Tiwari,4,  Product is extremely good  The only problem is that it hangs up occassionaly  otherwise it has no issues  ROM should have been    GB    GB is not sufficient for gaming and other activity ,fake,0
Reviewed in India on 6 March 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,No installation provided,Ratnesh S.,1,  No installation is provided  in my case after rescheduling   times and despite escalating it to Amazon no one turned up for installation even after three weeks ,genuine,1
Reviewed in India on 1 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=87,Good Purchase,Pranav Prashun,4,  Nice television in this budget  I am happy about the features and the look the television give me to my living room,fake,0
Reviewed in India on 25 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,There are better option than this,Tejesh D,3,  This is a nice tv but do not expect much from this TV  Not the software quality expected from OnePlusPros  good picture quality  good sound quality  sleek designCons  bugged software  not responsive  sticks a lot  bad UI experience  weak processor compared to other TV,fake,0
Reviewed in India on 23 August 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,Awesome Bessel less design,kJ,5,    Picture quality is absolutely good    Better to use external speakers    The Bessel less design is awesome    Some lag in the software  hope they will render with upadtes    There is no audio jack for old speaker but adjusted with a Bluetooth deviceOVERALL SATISFIED,genuine,1
Reviewed in India on 10 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,Remote not working,suraj,1,  Remote not working after   days  worst product   TV is also very sluggish ,genuine,1
Reviewed in India on 15 March 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,Fails to connect with internet often ,Ankur Bhati,3,  Picture quality and smart features are good  There is always some issues with connecting it with internet  Also  the installation services are messed up with no coordination from Amazon  I had to get it done by myself ,fake,0
Reviewed in India on 14 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,Remote Working Was Poor,Rajeev Reddy,4,  Picture quality is More than enough for this price  but the only issue I found is Remote not working properly and little bit hanging in operating YouTube  Hotstar and other straming apps  Totally disappointed with remote working   Hoping resolutions in next update ,genuine,1
Reviewed in India on 11 December 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,Don t purchase,Saurabh,1,  My TV just one month old and one part is missing    Blutooth not working     Everytime showing retrieving data    do not purchase electronics items from online   Local shops are better option ,genuine,1
Reviewed in India on 11 January 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,I bought it because of price,utkarsh Kumar pal,3,  It has been more then  months but yes the product is good  But some time the response time of switching applications take a bit more time  Turning on your TV through remote some time becomes pain full as the response time is slow ,genuine,1
Reviewed in India on 9 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,After   Month Experience,Kuldeep Singh Sodha,4,     Picture quality is good not best    Tv was lagging before last update but now its fine but not properly fixed    Amazon echo dot not following commands  Tried many  methods from many sources But still no success    Audio quality is good ,genuine,1
Reviewed in India on 31 July 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,I love it,Madhu jaiswal,3,  Good TVPicture quality is not to goodSome issue of laggingRemote not working properly,genuine,1
Reviewed in India on 17 September 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=88,Design is really fabulous ,SHIV,5,  Your browser does not support HTML  video   Screen looks really good and the design is so eye catching  It seems a bit like a premium smart TV  At this price range it is a steal deal ,fake,0
Reviewed in India on 16 January 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Best for small rooms and need for some improvement in screen minor feature ,Sumeet.R.P,4,  Screen minoring sometimes does not work properly and voice recognition is bit poor  The smart features and pictures quality are very nice and the screen is best choice for bedroom or small size livingroom  TV border is not protected hence need to use gently ,genuine,1
Reviewed in India on 21 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Had a very bad experience with Amazon and Oneplus,uttam bhokare,1,  Received a defected piece from Amazon  Colours are not correctly displayed  Displayed is visible in a gradient of black to grey  Was delivered prior to delivery date but a defective piece  Also was not delivered at door step  I myself had to carry it home from about         metres ,genuine,1
Reviewed in India on 31 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Worthful smart tv,hariprasad tummala,5,  Your browser does not support HTML  video      inch tv I ordered fully satisfied with the smart features Iam running this tv through internet only did not used any cable dth because all channels are available live so if you have good internet connection no need of cable dth setup,fake,0
Reviewed in India on 26 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Worst installation and demo service  Connectivity issues ,narsimulu,1,  I purchased by seeing best seller and brand  But  bad experience i got with connectivity and oneplus connect app  Installation service also worst  Just he make tv on and went  Google voice search also not working  My suggestion is better to go for sony  samsung or lg ,fake,0
Reviewed in India on 11 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Difference in Model Number,SUMAN DIXIT,1,  I have purchased OnePlus Y Series    cm     inches  HD Ready LED Smart Android TV   Y   Black        Model  but delivered with me another model of One Plus TV  Please rectify ,fake,0
Reviewed in India on 11 February 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Please get the item replaced returned,Sanjay Singhania,1,  The TV if defective and it has been reported on the Amazon portal but nothing has been done even after   days after the complaint was registered ,genuine,1
Reviewed in India on 23 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Bad product,shashi,1,  Very bad product  I m presonally suggest to all buyers not purchased this one   led sound quality not good  picture quality also not good smart feature not work properly i have received defective tv after so long conversatation my tv is refund  Very bad product,fake,0
Reviewed in India on 29 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Don t be Fool by Seeing Brand Oneplus   ,Sunil,1,  Worst By OnePlus Brand do not Get fool by Seeing Brand Name it is just Worst you will get Frustrated while using it No support from Techinicians     Worst Ever        No Mirror Cast Option      To Mirror Cast Yo Tv it Takes almost    mins          Getting More Irritation        ,fake,0
Reviewed in India on 21 December 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Must buy,Sanjay Kumar,5,  Outstanding   inch smart tv with YouTube Netflix  Amazon Prime video built in  If your budget is below   k then you should consider this  It has chromecast and oneplus connect to cast mobile screen  Oneplus connect app can also be used as its remote  Its speakers are just awesome ,fake,0
Reviewed in India on 4 November 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=89,Disappointed,Sandeep Chauhan,1,  Ordered the gv  st time got a line on screen so return and get new one  rd time WLAN automatically get off and not connected with WiFi or Mobile Worst Product,fake,0
Reviewed in India on 18 February 2021,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=90,GOOD Product,Nitin Sankhla,5,  Best Product but ram is  gb so  some time it hang or it take time to load any application ,fake,0
Reviewed in India on 23 October 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=90,No one came to fit,Yuvraj singh mann,5,  Perfect television for this price range But I am really disappointed from its services as no one came for its fitting I literally waited more than    hours do not buy this if you can not do fitting yourself I am not lieing it is the truth ,fake,0
Reviewed in India on 5 September 2020,https://www.amazon.in/OnePlus-inches-Ready-Android-32Y1/product-reviews/B08B42LWKN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=90,Best at the Price,Akash Khedkar,4,  Picture Quality is Very Good   Voice recognition takes a little time to recognize the voice after command   Remote control is Good and powerful  ,fake,0
